EventId,EventTemplate,Occurrences
0,[instance <*> Took <*>.<*> seconds to <*> <*> <*> instance.,2626
1,<*> base <*> /var/lib/nova/instances/_base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>,14336
2,<*> <*> <*>HTTP<*>status <*> len <*> time <*>.<*>,62693
3,[instance <*>a<*>-<*>b<*>-<*>ab-<*>a<*>-<*>c<*>bc<*>c<*>e<*>] <*>,15
4,[instance <*> Total <*> <*> <*> used <*>.<*> <*>,3938
5,[instance <*> <*> limit not specified defaulting to unlimited,2626
6,[instance <*> VM Stopped (Lifecycle Event),2
7,Auditing locally available compute resources for node cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us,1226
8,Total usable vcpus <*> total allocated vcpus <*>,1226
9,Final resource view name cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us phys_ram <*>MB used_ram <*>MB phys_disk <*>GB used_disk <*>GB total_vcpus <*> used_vcpus <*> pci_stats [],1226
10,Compute_service record updated for cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us,1226
11,image <*>dd<*>-<*>c<*>-<*>fbb-<*>c<*>-<*>fbe<*>b<*> at (<*>checking,9128
12,image <*>dd<*>-<*>c<*>-<*>fbb-<*>c<*>-<*>fbe<*>b<*> at (<*>in use on this node <*> local <*> on other nodes sharing this instance storage,9128
13,[instance <*> During sync_power_state the instance has a pending task <*> Skip.,2589
14,Creating event network-vif-plugged <*> for instance <*>,1313
15,[instance <*> Took <*>.<*> seconds to <*> the instance on the hypervisor.,2625
16,HTTP exception thrown No instances found for any event,1312
17,Successfully synced instances from host 'cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us'.,384
18,[instance <*> Attempting claim memory <*> MB disk <*> GB vcpus <*> CPU,1312
19,[instance <*>c<*>-<*>f-<*>b<*>b-b<*>-<*>ccc<*>faf<*>dc] <*>,13
20,Base or swap file too young to remove /var/lib/nova/instances/_base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>,638
21,[instance f<*>ef<*>-ff<*>-<*>b-bc<*>b-c<*>a<*>ff<*>] <*>,13
22,[instance <*>c<*>c-c<*>b<*>-<*>c<*>e-a<*>a<*>-<*>c<*>a<*>ef<*>] <*>,13
23,[instance fe<*>e<*>-cd<*>-<*>b<*>-a<*>dc-<*>e<*>] <*>,13
24,[instance <*>d<*>cc-a<*>b-<*>a-<*>c<*>-b<*>] <*>,13
25,[instance da<*>dc-<*>fb<*>-<*>de-<*>d<*>-<*>eb<*>aed<*>bdc<*>] <*>,13
26,[instance <*>cd<*>de<*>e-e<*>f<*>-<*>aa-ac<*>-ac<*>b<*>e<*>b<*>] <*>,13
27,[instance <*>-<*>d<*>-<*>b<*>-ac<*>-<*>f<*>bab] <*>,13
